transaction_id,transaction_date,account_id,transaction_type,amount,merchant,category,region,channel,is_anomaly
TXN66,2024-03-13,ACC1787,credit,3084.99,Amazon,Utilities,North,POS,0
TXN67,2022-12-21,ACC4520,debit,1942.39,Airbnb,Entertainment,North,Online,0
TXN68,2022-03-27,ACC1686,debit,2802.83,Netflix,Healthcare,North,Bank,0
TXN69,2022-12-17,ACC4638,debit,2289.31,Zomato,Healthcare,West,Online,0
TXN70,2022-08-06,ACC4024,credit,1483.9,Amazon,Healthcare,South,Online,0
TXN71,2023-05-21,ACC3990,debit,2289.12,Netflix,Healthcare,North,Bank,0
TXN72,2022-08-09,ACC1596,debit,3230.43,Zomato,Utilities,North,Online,0
TXN73,2024-04-03,ACC2027,debit,1971.34,Netflix,Healthcare,East,POS,0
TXN74,2023-06-26,ACC3810,debit,3251.71,Zomato,Entertainment,East,POS,0
TXN75,2022-01-30,ACC1993,credit,95.8,Amazon,Food,South,POS,0
TXN76,2024-05-29,ACC2824,credit,2657.52,Uber,Utilities,East,Online,0
TXN77,2023-06-26,ACC2233,debit,2069.64,Walmart,Utilities,East,Online,0
TXN78,2022-01-29,ACC1311,debit,1760.79,Airbnb,Entertainment,North,POS,0
TXN79,2024-06-07,ACC3452,debit,2073.41,Uber,Retail,East,POS,0
TXN80,2023-04-07,ACC1078,credit,409.94,Zomato,Travel,East,Online,0
TXN81,2023-04-09,ACC4484,credit,1824.26,Airbnb,Retail,North,Online,0
TXN82,2023-06-05,ACC4150,credit,2285.69,Amazon,Travel,North,POS,0
TXN83,2023-08-04,ACC1023,debit,3182.32,Uber,Retail,West,Online,0
TXN84,2024-03-11,ACC3503,debit,1585.38,Uber,Retail,East,POS,0
TXN85,2024-03-14,ACC2643,credit,1353.21,Zomato,Food,East,POS,0
TXN86,2024-06-19,ACC4655,debit,1598.59,Airbnb,Travel,South,Bank,0
TXN87,2023-01-29,ACC3421,credit,2732.32,Amazon,Utilities,East,POS,0
TXN88,2022-02-21,ACC3059,credit,2263.0,Walmart,Utilities,South,POS,0
TXN89,2022-10-01,ACC2747,debit,1576.19,Airbnb,Entertainment,East,Online,0
TXN90,2023-11-22,ACC4767,credit,2410.61,Uber,Healthcare,East,Online,0
TXN91,2024-06-08,ACC2246,debit,2077.66,Netflix,Travel,East,Bank,0
TXN92,2023-11-14,ACC3090,credit,2774.92,Zomato,Entertainment,South,POS,0
TXN93,2023-01-06,ACC3823,debit,1438.36,Zomato,Travel,West,POS,0
TXN94,2023-07-28,ACC4106,debit,1737.87,Amazon,Food,East,Online,0
TXN95,2023-06-22,ACC3870,debit,1686.31,Netflix,Healthcare,South,POS,0
TXN96,2023-08-18,ACC2215,debit,829.19,Zomato,Travel,West,POS,0
TXN97,2022-11-27,ACC4346,debit,2236.9,Zomato,Entertainment,East,Bank,0
TXN98,2023-06-22,ACC4375,credit,2208.84,Zomato,Healthcare,North,Bank,0
TXN99,2024-04-09,ACC2653,credit,2004.09,Netflix,Utilities,South,Online,0
TXN100,2022-01-10,ACC1951,credit,1812.33,Zomato,Travel,North,Online,0
TXN101,2023-02-14,ACC4617,debit,867.7,Walmart,Food,South,Bank,0
TXN102,2023-03-21,ACC2475,debit,1663.48,Amazon,Food,South,Online,0
TXN103,2024-04-25,ACC2130,credit,1725.83,Amazon,Retail,South,POS,0
TXN104,2023-10-08,ACC4770,debit,1358.18,Zomato,Healthcare,East,Online,0
TXN105,2023-04-13,ACC2864,debit,1870.97,Walmart,Food,North,Online,0
TXN106,2022-07-17,ACC4472,debit,2323.24,Airbnb,Travel,South,POS,0
TXN107,2022-04-22,ACC3129,credit,3508.95,Walmart,Travel,West,Online,0
TXN108,2022-06-09,ACC3901,debit,2139.66,Amazon,Travel,East,Online,0
TXN109,2024-03-12,ACC1839,credit,2206.04,Airbnb,Food,South,Bank,0
TXN110,2023-09-28,ACC1038,credit,1940.44,Netflix,Travel,East,Online,0
TXN111,2023-12-14,ACC2353,credit,464.98,Airbnb,Food,North,Bank,0
TXN112,2024-04-09,ACC1045,credit,1978.79,Amazon,Entertainment,West,Online,0
TXN113,2022-06-28,ACC1683,debit,2048.18,Netflix,Utilities,East,Online,0
TXN114,2024-05-13,ACC1627,debit,3970.59,Netflix,Travel,East,Online,0
TXN115,2023-12-31,ACC1160,debit,1846.11,Uber,Travel,North,Online,0
TXN116,2022-04-14,ACC1950,debit,2241.24,Zomato,Travel,West,Online,0
TXN117,2024-02-28,ACC3108,debit,1972.23,Airbnb,Healthcare,North,Online,0
TXN118,2022-10-18,ACC2741,debit,1065.06,Zomato,Retail,East,POS,0
TXN119,2023-07-08,ACC2279,debit,2914.26,Airbnb,Food,West,Online,0
TXN120,2023-10-23,ACC2725,credit,2601.55,Zomato,Healthcare,West,Online,0
TXN121,2023-08-21,ACC1676,debit,2632.83,Walmart,Travel,North,POS,0
TXN122,2024-03-16,ACC1234,debit,1272.49,Uber,Entertainment,East,Bank,0
TXN123,2024-03-17,ACC3220,credit,3122.24,Uber,Utilities,North,Online,0
TXN124,2022-08-26,ACC1742,debit,878.52,Netflix,Retail,South,POS,0
TXN125,2024-04-16,ACC3559,credit,2469.49,Walmart,Retail,North,Bank,0
TXN126,2024-05-23,ACC2968,credit,3752.36,Zomato,Retail,North,Online,0
TXN127,2024-03-03,ACC3565,debit,1207.57,Walmart,Retail,West,Online,0
TXN128,2023-08-30,ACC3201,credit,1546.96,Amazon,Travel,East,Bank,0
TXN129,2023-10-28,ACC1834,debit,2079.72,Walmart,Utilities,North,Online,0
TXN130,2023-12-05,ACC4979,debit,1597.22,Uber,Entertainment,West,POS,0
TXN131,2024-01-28,ACC1748,debit,759.47,Zomato,Utilities,West,POS,0
TXN132,2022-04-13,ACC1347,credit,2054.85,Zomato,Travel,North,Online,0
TXN133,2022-11-06,ACC2778,credit,1150.16,Zomato,Entertainment,East,POS,0
TXN134,2022-09-03,ACC3096,credit,2378.87,Uber,Food,East,Bank,0
TXN135,2024-02-15,ACC2185,debit,1264.46,Amazon,Entertainment,West,POS,0
TXN136,2024-04-26,ACC2160,credit,3239.95,Zomato,Food,South,Online,0
TXN137,2022-10-07,ACC1534,credit,12360.6,Amazon,Utilities,North,POS,1
TXN138,2024-06-08,ACC1702,credit,1742.35,Uber,Healthcare,East,POS,0
TXN139,2022-01-24,ACC1827,credit,2650.81,Amazon,Healthcare,North,Online,0
TXN140,2023-06-03,ACC2334,debit,1015.31,Netflix,Retail,East,Bank,0
TXN141,2022-11-03,ACC4265,credit,2181.97,Amazon,Retail,South,Online,0
TXN142,2023-03-06,ACC1162,credit,3045.71,Airbnb,Food,North,Online,0
TXN143,2022-09-28,ACC3416,credit,714.01,Uber,Healthcare,West,POS,0
TXN144,2022-10-14,ACC2829,credit,2147.71,Netflix,Healthcare,South,POS,0
TXN145,2022-01-29,ACC3664,credit,2207.91,Walmart,Utilities,West,Bank,0
TXN146,2024-02-10,ACC2268,credit,2625.46,Amazon,Utilities,East,Bank,0
TXN147,2023-03-20,ACC1225,credit,1010.44,Zomato,Travel,North,POS,0
TXN148,2023-09-07,ACC3905,credit,943.63,Airbnb,Utilities,East,Bank,0
TXN149,2022-09-26,ACC3246,credit,2417.55,Netflix,Entertainment,North,Bank,0
TXN150,2023-05-13,ACC3530,credit,2237.59,Zomato,Healthcare,North,POS,0
TXN151,2023-01-27,ACC4345,debit,2200.39,Amazon,Healthcare,East,Bank,0
TXN152,2024-04-24,ACC4620,debit,2277.16,Uber,Travel,North,Bank,0
TXN153,2022-03-30,ACC1658,credit,1455.98,Amazon,Food,North,Online,0
TXN154,2022-12-19,ACC1128,debit,2185.8,Uber,Food,West,POS,0
TXN155,2023-10-20,ACC1764,credit,2234.46,Airbnb,Retail,East,POS,0
TXN156,2022-07-26,ACC3081,credit,1428.52,Walmart,Utilities,East,Bank,0
TXN157,2023-02-26,ACC3826,credit,3492.62,Airbnb,Entertainment,South,Online,0
TXN158,2023-09-05,ACC4109,debit,2379.07,Uber,Food,South,POS,0
TXN159,2022-09-07,ACC3288,debit,10469.6,Zomato,Retail,South,Online,1
TXN160,2023-07-03,ACC3640,credit,2525.24,Zomato,Healthcare,West,POS,0
TXN161,2022-04-19,ACC2033,debit,1220.25,Amazon,Entertainment,South,POS,0
TXN162,2023-03-25,ACC2646,debit,2629.67,Airbnb,Entertainment,North,POS,0
TXN163,2023-06-29,ACC1437,credit,2926.88,Amazon,Travel,North,Bank,0
TXN164,2023-10-05,ACC4643,debit,1343.45,Zomato,Healthcare,North,Online,0
TXN165,2023-08-13,ACC1491,debit,2770.7,Zomato,Healthcare,West,Online,0
TXN166,2022-12-26,ACC1039,credit,2330.22,Airbnb,Food,East,Bank,0
TXN167,2024-05-24,ACC4643,credit,2657.65,Zomato,Entertainment,West,POS,0
TXN168,2023-09-24,ACC3560,credit,3517.43,Amazon,Healthcare,East,Online,0
TXN169,2022-08-28,ACC2083,debit,1803.69,Walmart,Retail,West,Online,0
TXN170,2024-02-29,ACC1738,debit,1397.01,Uber,Food,North,Online,0
TXN171,2023-08-26,ACC4212,credit,1288.39,Netflix,Entertainment,West,Online,0
TXN172,2023-11-16,ACC3558,debit,1347.35,Zomato,Travel,South,Bank,0
TXN173,2022-01-08,ACC4688,credit,1938.32,Netflix,Retail,East,Online,0
TXN174,2022-05-22,ACC2476,debit,20456.28,Uber,Entertainment,East,Bank,1
TXN175,2024-06-07,ACC1907,debit,2221.35,Zomato,Entertainment,South,Online,0
TXN176,2024-04-13,ACC1182,credit,2661.75,Airbnb,Retail,North,POS,0
TXN177,2022-04-11,ACC4255,debit,2010.4,Amazon,Travel,North,Online,0
TXN178,2023-03-21,ACC2112,debit,3162.83,Zomato,Entertainment,North,Bank,0
TXN179,2023-11-10,ACC3318,debit,1788.27,Uber,Retail,West,Bank,0
TXN180,2023-05-04,ACC2647,debit,4176.14,Amazon,Entertainment,East,Bank,0
TXN181,2022-10-20,ACC3765,credit,2500.53,Netflix,Entertainment,East,Online,0
TXN182,2024-03-19,ACC4751,credit,1314.27,Netflix,Entertainment,East,POS,0
TXN183,2023-12-05,ACC4398,credit,1143.29,Uber,Entertainment,North,POS,0
TXN184,2022-11-06,ACC2227,debit,2385.98,Airbnb,Healthcare,East,POS,0
TXN185,2022-10-08,ACC1989,credit,1821.23,Uber,Travel,South,POS,0
TXN186,2022-06-27,ACC4202,credit,2571.2,Walmart,Healthcare,East,Bank,0
TXN187,2022-07-31,ACC1718,credit,2378.59,Amazon,Food,South,Online,0
TXN188,2023-09-05,ACC3837,debit,1941.74,Amazon,Travel,East,Online,0
TXN189,2022-11-19,ACC3851,credit,1322.57,Walmart,Utilities,West,Bank,0
TXN190,2022-08-21,ACC1464,credit,788.12,Amazon,Entertainment,East,POS,0
TXN191,2022-05-27,ACC4389,credit,1642.79,Netflix,Retail,North,Bank,0
TXN192,2023-12-15,ACC1266,credit,2685.12,Amazon,Travel,East,Bank,0
TXN193,2022-03-31,ACC2658,debit,2171.27,Netflix,Healthcare,East,Bank,0
TXN194,2022-05-16,ACC1750,credit,1003.41,Netflix,Travel,South,Online,0
TXN195,2023-01-26,ACC2971,debit,2138.54,Zomato,Entertainment,West,POS,0
TXN196,2024-05-09,ACC1997,credit,2308.25,Uber,Food,South,Bank,0
TXN197,2022-04-01,ACC4629,credit,1292.91,Airbnb,Food,West,POS,0
TXN198,2023-10-20,ACC4525,credit,2122.98,Amazon,Retail,East,POS,0
TXN199,2023-03-18,ACC4795,debit,2046.57,Uber,Entertainment,South,POS,0
TXN200,2022-04-22,ACC3947,debit,1085.62,Zomato,Healthcare,North,Bank,0
TXN201,2024-01-12,ACC3722,credit,2286.23,Walmart,Entertainment,North,POS,0
TXN202,2022-09-08,ACC4788,credit,2448.63,Zomato,Retail,North,Online,0
TXN203,2022-12-06,ACC4341,credit,2866.44,Walmart,Food,South,POS,0
TXN204,2022-12-18,ACC1108,credit,2843.04,Airbnb,Travel,West,POS,0
TXN205,2023-01-11,ACC2971,credit,897.86,Uber,Utilities,East,Online,0
TXN206,2023-06-04,ACC1502,debit,1249.74,Walmart,Food,South,POS,0
TXN207,2024-04-28,ACC1506,debit,2412.03,Amazon,Retail,North,Online,0
TXN208,2024-04-17,ACC2968,debit,2411.03,Walmart,Utilities,North,Bank,0
TXN209,2022-05-13,ACC4584,debit,2412.04,Airbnb,Travel,North,Online,0
TXN210,2024-05-16,ACC1915,credit,5082.19,Amazon,Travel,West,Online,0
TXN211,2024-03-10,ACC1322,credit,2456.71,Airbnb,Retail,South,Online,0
TXN212,2022-06-05,ACC2523,credit,2908.45,Walmart,Food,East,POS,0
TXN213,2022-10-21,ACC2925,credit,2763.2,Zomato,Utilities,South,POS,0
TXN214,2022-11-21,ACC4814,debit,2521.11,Airbnb,Entertainment,West,Bank,0
TXN215,2024-02-17,ACC4790,debit,1747.78,Amazon,Food,West,Online,0
TXN216,2024-02-20,ACC1782,debit,2607.18,Walmart,Retail,North,Online,0
TXN217,2022-11-21,ACC3688,credit,1381.74,Walmart,Food,West,Bank,0
TXN218,2022-07-21,ACC3306,credit,1810.55,Zomato,Food,North,Online,0
TXN219,2023-02-12,ACC2772,debit,1611.71,Amazon,Utilities,South,Bank,0
TXN220,2022-07-07,ACC1653,credit,2065.5,Walmart,Retail,South,Bank,0
TXN221,2023-07-17,ACC2787,credit,3851.73,Netflix,Entertainment,North,Bank,0
TXN222,2023-03-16,ACC4512,credit,506.19,Netflix,Healthcare,South,Bank,0
TXN223,2022-05-02,ACC4624,debit,2549.01,Amazon,Travel,West,Bank,0
TXN224,2022-11-07,ACC4361,credit,709.83,Amazon,Travel,East,POS,0
TXN225,2024-03-08,ACC1513,debit,1622.45,Zomato,Retail,North,POS,0
TXN226,2023-08-30,ACC1472,debit,2871.16,Walmart,Travel,East,Online,0
TXN227,2023-05-30,ACC1600,credit,2051.42,Airbnb,Utilities,South,Bank,0
TXN228,2022-11-21,ACC4697,debit,1137.8,Netflix,Travel,South,Bank,0
TXN229,2022-02-24,ACC3859,debit,1427.76,Netflix,Travel,East,Bank,0
TXN230,2023-10-20,ACC3227,debit,2543.68,Walmart,Retail,South,POS,0
TXN231,2023-01-22,ACC2946,debit,1415.71,Amazon,Retail,North,Online,0
TXN232,2022-04-26,ACC2132,debit,2173.17,Walmart,Travel,West,POS,0
TXN233,2024-03-09,ACC2257,credit,2036.46,Amazon,Retail,South,Online,0
TXN234,2023-04-22,ACC1017,credit,1478.72,Netflix,Entertainment,South,Online,0
TXN235,2023-10-19,ACC1132,credit,3715.16,Airbnb,Healthcare,South,Online,0
TXN236,2023-02-06,ACC2085,debit,2507.14,Airbnb,Retail,East,Online,0
TXN237,2024-06-11,ACC4693,debit,379.89,Amazon,Travel,East,POS,0
TXN238,2022-01-27,ACC3780,credit,2149.16,Uber,Entertainment,West,Bank,0
TXN239,2023-07-16,ACC1337,debit,1470.57,Uber,Entertainment,South,Online,0
TXN240,2022-07-21,ACC4841,debit,2681.95,Uber,Food,North,POS,0
TXN241,2024-03-24,ACC2148,credit,1365.98,Uber,Food,North,POS,0
TXN242,2022-08-11,ACC1663,debit,1908.21,Airbnb,Food,East,Bank,0
TXN243,2023-11-15,ACC3558,debit,12019.949999999999,Uber,Retail,West,Online,1
TXN244,2023-02-05,ACC4803,debit,2692.6,Netflix,Retail,West,POS,0
TXN245,2023-12-04,ACC2676,credit,1039.76,Walmart,Travel,North,Online,0
TXN246,2022-01-03,ACC3260,credit,1732.4,Netflix,Utilities,West,POS,0
TXN247,2023-11-09,ACC4105,debit,1620.04,Amazon,Healthcare,South,Online,0
TXN248,2024-06-14,ACC4249,credit,1477.34,Zomato,Healthcare,North,Bank,0
TXN249,2022-04-09,ACC3466,credit,3412.36,Airbnb,Food,South,Bank,0
TXN250,2024-05-03,ACC3870,debit,2323.99,Amazon,Travel,West,POS,0
TXN251,2022-09-12,ACC1944,credit,991.29,Airbnb,Healthcare,North,Bank,0
TXN252,2023-01-27,ACC1603,debit,2734.29,Netflix,Utilities,North,Online,0
TXN253,2024-05-14,ACC3323,debit,3697.72,Walmart,Entertainment,West,Online,0
TXN254,2022-01-02,ACC3362,debit,2825.97,Airbnb,Healthcare,East,Bank,0
TXN255,2022-08-23,ACC4474,credit,784.5,Amazon,Food,South,Online,0
TXN256,2023-10-23,ACC4240,debit,1612.61,Amazon,Entertainment,West,Bank,0
TXN257,2022-04-18,ACC4976,credit,3013.53,Airbnb,Food,West,POS,0
TXN258,2022-11-11,ACC3952,credit,1433.86,Amazon,Food,South,POS,0
TXN259,2022-04-26,ACC4242,debit,2355.06,Airbnb,Entertainment,South,POS,0
TXN260,2023-08-18,ACC4053,credit,2619.71,Amazon,Utilities,North,POS,0
TXN261,2023-02-03,ACC2316,credit,1258.46,Airbnb,Healthcare,South,POS,0
TXN262,2022-06-18,ACC4906,debit,1952.38,Netflix,Healthcare,East,POS,0
TXN263,2022-04-14,ACC1009,debit,593.01,Uber,Food,West,Bank,0
TXN264,2023-01-28,ACC4743,credit,1180.49,Uber,Retail,East,Bank,0
TXN265,2022-06-16,ACC3437,debit,1797.95,Netflix,Utilities,North,Bank,0
TXN266,2022-09-03,ACC2303,credit,1001.77,Uber,Entertainment,North,POS,0
TXN267,2023-02-23,ACC1131,debit,3305.93,Airbnb,Food,West,Bank,0
TXN268,2023-08-20,ACC4147,credit,855.89,Airbnb,Utilities,East,Bank,0
TXN269,2022-07-12,ACC1713,debit,1647.96,Amazon,Food,East,Bank,0
TXN270,2022-01-10,ACC2958,debit,2104.59,Zomato,Healthcare,East,POS,0
TXN271,2024-03-28,ACC2420,debit,3153.02,Uber,Healthcare,West,POS,0
TXN272,2022-05-23,ACC1861,credit,851.31,Walmart,Retail,West,Bank,0
TXN273,2022-12-24,ACC1087,credit,2930.53,Zomato,Healthcare,South,POS,0
TXN274,2022-09-06,ACC4257,credit,2008.19,Netflix,Retail,West,Online,0
TXN275,2023-02-15,ACC2870,debit,1214.79,Amazon,Utilities,East,Online,0
TXN276,2024-02-11,ACC4955,credit,2369.68,Zomato,Entertainment,North,POS,0
TXN277,2022-11-06,ACC1725,debit,2159.25,Airbnb,Entertainment,North,Bank,0
TXN278,2023-03-24,ACC3163,debit,1519.83,Netflix,Travel,South,Online,0
TXN279,2022-01-17,ACC1696,debit,2055.84,Zomato,Entertainment,East,Bank,0
TXN280,2023-11-30,ACC1986,credit,1691.75,Uber,Travel,West,Online,0
TXN281,2024-03-13,ACC1793,debit,2090.81,Walmart,Food,West,POS,0
TXN282,2023-11-13,ACC1989,debit,2529.7,Zomato,Retail,West,Online,0
TXN283,2022-10-21,ACC1145,credit,3268.81,Uber,Utilities,West,Bank,0
TXN284,2022-11-02,ACC4466,credit,1009.75,Walmart,Retail,West,Online,0
TXN285,2023-02-03,ACC4767,debit,3706.43,Zomato,Utilities,South,POS,0
TXN286,2022-09-15,ACC3947,credit,438.33,Netflix,Travel,South,Online,0
TXN287,2023-12-10,ACC4026,debit,1878.57,Netflix,Travel,East,Bank,0
TXN288,2022-07-04,ACC2207,credit,2470.65,Amazon,Retail,East,POS,0
TXN289,2023-07-04,ACC2450,debit,2224.79,Airbnb,Entertainment,North,Bank,0
TXN290,2022-10-23,ACC3714,debit,1501.84,Netflix,Utilities,West,Bank,0
TXN291,2023-03-06,ACC4533,credit,1833.5,Walmart,Healthcare,North,Bank,0
TXN292,2023-01-05,ACC3047,debit,1605.6,Netflix,Retail,North,POS,0
TXN293,2024-06-05,ACC4886,debit,1528.51,Zomato,Food,West,POS,0
TXN294,2023-05-26,ACC2641,credit,2679.68,Airbnb,Utilities,North,Online,0
TXN295,2023-04-08,ACC3566,debit,2285.61,Netflix,Food,South,Bank,0
TXN296,2023-04-16,ACC2613,credit,1445.67,Walmart,Travel,North,POS,0
TXN297,2022-06-07,ACC4356,credit,2719.68,Airbnb,Travel,East,Online,0
TXN298,2022-04-21,ACC2366,debit,2245.84,Amazon,Utilities,South,POS,0
TXN299,2024-03-31,ACC1018,debit,2650.29,Amazon,Food,North,Online,0
TXN300,2022-08-07,ACC4813,credit,2503.7,Uber,Utilities,East,POS,0
TXN301,2023-10-09,ACC2333,credit,1336.8,Airbnb,Entertainment,West,Online,0
TXN302,2023-11-09,ACC4727,credit,1551.86,Walmart,Utilities,South,Bank,0
TXN303,2023-11-13,ACC2796,credit,2597.83,Walmart,Retail,South,Online,0
TXN304,2024-03-28,ACC3749,credit,2488.3,Walmart,Travel,South,Bank,0
TXN305,2022-06-13,ACC4505,debit,1983.28,Amazon,Travel,South,Online,0
TXN306,2022-10-22,ACC3851,debit,2093.86,Zomato,Travel,South,Online,0
TXN307,2023-03-08,ACC4910,debit,3022.13,Netflix,Retail,East,POS,0
TXN308,2024-05-15,ACC3686,debit,1526.74,Zomato,Food,North,Bank,0
TXN309,2022-03-09,ACC4012,debit,2437.68,Walmart,Retail,East,Bank,0
TXN310,2023-02-20,ACC4738,debit,1838.25,Zomato,Food,West,POS,0
TXN311,2024-05-03,ACC2997,debit,1825.86,Netflix,Utilities,South,POS,0
TXN312,2023-09-05,ACC2213,debit,2879.02,Uber,Healthcare,East,Online,0
TXN313,2022-07-14,ACC2750,debit,2660.33,Airbnb,Utilities,South,Online,0
TXN314,2022-04-03,ACC2225,credit,15904.86,Zomato,Travel,South,Bank,1
TXN315,2024-04-28,ACC4542,debit,3044.38,Uber,Retail,North,Bank,0
TXN316,2022-05-26,ACC4242,credit,2016.8,Airbnb,Healthcare,South,POS,0
TXN317,2024-06-11,ACC1393,credit,2545.56,Amazon,Entertainment,South,Bank,0
TXN318,2023-08-30,ACC4064,credit,1751.79,Zomato,Retail,South,POS,0
TXN319,2024-05-14,ACC4024,credit,2259.33,Zomato,Retail,West,Online,0
TXN320,2022-03-14,ACC1933,debit,1895.89,Walmart,Entertainment,East,Online,0
TXN321,2023-01-28,ACC3618,debit,2077.6,Airbnb,Travel,South,Bank,0
TXN322,2023-08-11,ACC2268,debit,2476.13,Airbnb,Utilities,South,Bank,0
TXN323,2022-02-23,ACC3395,debit,1345.42,Zomato,Utilities,South,Online,0
TXN324,2023-01-07,ACC2500,credit,3673.91,Airbnb,Food,West,Online,0
