transaction_id,transaction_date,account_id,transaction_type,amount,merchant,category,region,channel,is_anomaly
TXN68,2022-03-18,ACC2169,debit,2802.83,Netflix,Healthcare,North,POS,0
TXN69,2022-09-25,ACC4676,credit,2289.31,Amazon,Healthcare,South,Online,0
TXN70,2024-02-03,ACC1719,debit,1483.9,Uber,Travel,West,Bank,0
TXN71,2023-05-21,ACC1875,debit,2289.12,Netflix,Retail,East,Online,0
TXN72,2022-01-02,ACC2313,credit,19382.579999999998,Airbnb,Healthcare,West,Online,1
TXN73,2022-05-07,ACC4984,debit,1971.34,Netflix,Retail,West,Bank,0
TXN74,2022-11-08,ACC1511,credit,3251.71,Zomato,Utilities,South,Online,0
TXN75,2022-12-05,ACC4609,credit,95.8,Amazon,Travel,North,POS,0
TXN76,2023-03-13,ACC3697,credit,2657.52,Netflix,Utilities,East,Bank,0
TXN77,2022-06-22,ACC4681,debit,2069.64,Airbnb,Utilities,North,POS,0
TXN78,2024-05-14,ACC2456,debit,1760.79,Walmart,Travel,South,POS,0
TXN79,2022-06-02,ACC4674,debit,2073.41,Netflix,Healthcare,North,POS,0
TXN80,2023-05-21,ACC3257,debit,409.94,Netflix,Travel,West,POS,0
TXN81,2022-09-26,ACC4766,debit,1824.26,Netflix,Healthcare,South,Online,0
TXN82,2022-11-30,ACC2470,debit,2285.69,Walmart,Entertainment,East,Online,0
TXN83,2022-01-14,ACC1933,credit,3182.32,Zomato,Retail,West,POS,0
TXN84,2023-09-21,ACC4090,debit,1585.38,Amazon,Entertainment,South,POS,0
TXN85,2023-10-07,ACC3246,credit,1353.21,Amazon,Healthcare,West,POS,0
TXN86,2022-04-16,ACC1075,credit,1598.59,Airbnb,Healthcare,South,Bank,0
TXN87,2023-03-07,ACC1612,debit,2732.32,Netflix,Entertainment,East,Online,0
TXN88,2023-04-12,ACC3798,credit,2263.0,Amazon,Travel,West,POS,0
TXN89,2023-11-24,ACC4460,credit,12609.52,Zomato,Utilities,South,POS,1
TXN90,2022-04-05,ACC1922,credit,2410.61,Netflix,Utilities,South,Online,0
TXN91,2024-04-22,ACC1360,credit,2077.66,Airbnb,Retail,South,POS,0
TXN92,2023-10-22,ACC4586,credit,22199.36,Airbnb,Healthcare,West,Online,1
TXN93,2022-04-29,ACC2082,credit,1438.36,Netflix,Healthcare,East,POS,0
TXN94,2024-05-30,ACC4738,debit,1737.87,Amazon,Retail,North,POS,0
TXN95,2022-09-01,ACC4028,debit,1686.31,Netflix,Healthcare,West,Online,0
TXN96,2023-07-27,ACC1320,debit,829.19,Amazon,Retail,South,POS,0
TXN97,2024-03-28,ACC2868,debit,2236.9,Airbnb,Entertainment,East,POS,0
TXN98,2023-10-25,ACC1920,credit,2208.84,Amazon,Travel,West,Online,0
TXN99,2022-02-12,ACC2691,debit,2004.09,Walmart,Retail,North,Online,0
TXN100,2023-01-28,ACC2168,debit,1812.33,Zomato,Utilities,South,Bank,0
TXN101,2022-07-21,ACC4278,debit,867.7,Uber,Travel,East,Bank,0
TXN102,2023-06-29,ACC2807,debit,1663.48,Amazon,Travel,South,Online,0
TXN103,2022-07-16,ACC4463,debit,1725.83,Netflix,Food,South,POS,0
TXN104,2023-10-28,ACC2400,credit,1358.18,Uber,Food,East,POS,0
TXN105,2022-11-21,ACC3609,debit,1870.97,Uber,Travel,East,Bank,0
TXN106,2023-06-25,ACC1171,debit,2323.24,Airbnb,Healthcare,South,POS,0
TXN107,2022-08-25,ACC2338,credit,3508.95,Airbnb,Food,West,POS,0
TXN108,2022-02-26,ACC2084,debit,2139.66,Walmart,Retail,North,POS,0
TXN109,2022-03-29,ACC1697,debit,11030.2,Netflix,Travel,South,Bank,1
TXN110,2024-06-02,ACC3259,credit,1940.44,Walmart,Food,North,Online,0
TXN111,2022-03-30,ACC3806,debit,464.98,Airbnb,Travel,West,Bank,0
TXN112,2024-02-14,ACC3779,credit,1978.79,Zomato,Food,South,POS,0
TXN113,2023-02-17,ACC4748,credit,2048.18,Amazon,Retail,West,Online,0
TXN114,2022-08-21,ACC2778,debit,3970.59,Walmart,Retail,West,Online,0
TXN115,2023-04-26,ACC3240,credit,1846.11,Amazon,Entertainment,East,Bank,0
TXN116,2022-11-08,ACC2863,debit,2241.24,Zomato,Food,North,Bank,0
TXN117,2022-03-27,ACC4602,credit,1972.23,Netflix,Food,East,Bank,0
TXN118,2022-11-18,ACC3217,credit,1065.06,Netflix,Healthcare,West,Online,0
TXN119,2022-03-01,ACC2188,credit,2914.26,Amazon,Travel,East,Bank,0
TXN120,2023-04-25,ACC1251,credit,2601.55,Uber,Healthcare,East,Bank,0
TXN121,2023-04-28,ACC1380,debit,2632.83,Netflix,Food,North,Bank,0
TXN122,2023-11-28,ACC3426,credit,7634.9400000000005,Amazon,Food,South,POS,1
TXN123,2022-05-02,ACC1608,debit,3122.24,Uber,Retail,West,Bank,0
TXN124,2022-05-10,ACC2635,credit,878.52,Walmart,Healthcare,North,Online,0
TXN125,2024-03-31,ACC1921,credit,2469.49,Zomato,Food,East,Bank,0
TXN126,2024-05-28,ACC1512,debit,3752.36,Walmart,Food,East,Online,0
TXN127,2023-06-24,ACC4718,debit,1207.57,Walmart,Travel,East,Bank,0
TXN128,2023-02-11,ACC4339,credit,1546.96,Airbnb,Utilities,North,POS,0
TXN129,2022-06-25,ACC2062,credit,2079.72,Zomato,Entertainment,West,Bank,0
TXN130,2022-11-18,ACC1014,debit,1597.22,Uber,Utilities,West,Online,0
TXN131,2023-10-22,ACC4959,debit,759.47,Walmart,Healthcare,East,POS,0
TXN132,2022-05-09,ACC4165,debit,2054.85,Walmart,Healthcare,West,Online,0
TXN133,2024-04-30,ACC4146,credit,1150.16,Uber,Entertainment,West,Bank,0
TXN134,2022-05-12,ACC4219,debit,2378.87,Walmart,Utilities,North,Online,0
TXN135,2023-11-07,ACC2906,debit,1264.46,Zomato,Travel,South,Online,0
TXN136,2024-04-04,ACC2272,debit,3239.95,Amazon,Retail,West,POS,0
TXN137,2024-02-20,ACC1157,debit,1373.4,Netflix,Healthcare,North,POS,0
TXN138,2024-05-16,ACC3623,credit,1742.35,Netflix,Entertainment,North,Online,0
TXN139,2022-07-13,ACC3519,debit,2650.81,Amazon,Healthcare,North,Online,0
TXN140,2023-07-27,ACC1400,debit,1015.31,Netflix,Entertainment,East,Bank,0
TXN141,2023-06-22,ACC2742,credit,2181.97,Walmart,Healthcare,West,Online,0
TXN142,2023-03-28,ACC3319,credit,3045.71,Uber,Utilities,West,Bank,0
TXN143,2022-01-21,ACC1843,credit,714.01,Amazon,Travel,East,POS,0
TXN144,2024-03-30,ACC2046,credit,2147.71,Airbnb,Food,West,Bank,0
TXN145,2023-09-01,ACC4797,debit,2207.91,Airbnb,Healthcare,North,Online,0
TXN146,2022-02-26,ACC1986,credit,2625.46,Uber,Entertainment,East,Online,0
TXN147,2023-02-04,ACC2247,debit,1010.44,Airbnb,Travel,East,Bank,0
TXN148,2024-04-27,ACC2681,debit,943.63,Walmart,Travel,East,Online,0
TXN149,2022-02-04,ACC3764,debit,2417.55,Netflix,Retail,South,Online,0
TXN150,2023-07-26,ACC1703,credit,2237.59,Uber,Utilities,North,Online,0
TXN151,2023-10-12,ACC2222,credit,2200.39,Airbnb,Entertainment,West,Bank,0
TXN152,2024-06-14,ACC2199,debit,2277.16,Amazon,Entertainment,West,Online,0
TXN153,2022-05-20,ACC4568,debit,1455.98,Airbnb,Food,East,Online,0
TXN154,2022-01-30,ACC3567,credit,2185.8,Walmart,Retail,North,Bank,0
TXN155,2022-07-09,ACC1272,debit,2234.46,Uber,Travel,North,Online,0
TXN156,2023-08-15,ACC2931,debit,1428.52,Airbnb,Healthcare,West,Online,0
TXN157,2023-10-05,ACC2909,debit,3492.62,Uber,Healthcare,North,POS,0
TXN158,2023-12-03,ACC3693,debit,2379.07,Netflix,Food,North,POS,0
TXN159,2023-05-22,ACC4002,debit,1046.96,Uber,Entertainment,South,Online,0
TXN160,2023-09-16,ACC4911,debit,2525.24,Walmart,Food,North,Online,0
TXN161,2024-05-26,ACC1553,credit,1220.25,Uber,Entertainment,North,Online,0
TXN162,2022-12-30,ACC2496,credit,2629.67,Zomato,Food,North,Online,0
TXN163,2024-05-25,ACC1486,debit,2926.88,Amazon,Retail,North,Bank,0
TXN164,2023-09-01,ACC2165,debit,1343.45,Walmart,Retail,South,POS,0
TXN165,2023-11-26,ACC1600,credit,2770.7,Walmart,Healthcare,East,POS,0
TXN166,2022-10-23,ACC2571,credit,2330.22,Zomato,Utilities,South,POS,0
TXN167,2023-11-12,ACC2300,credit,2657.65,Airbnb,Travel,South,Online,0
TXN168,2023-08-05,ACC1929,credit,3517.43,Amazon,Food,East,Online,0
TXN169,2022-06-02,ACC2161,credit,1803.69,Zomato,Travel,South,POS,0
TXN170,2023-01-20,ACC2817,debit,1397.01,Netflix,Entertainment,North,POS,0
TXN171,2023-01-21,ACC1240,credit,1288.39,Amazon,Travel,North,Bank,0
TXN172,2023-10-26,ACC2853,debit,1347.35,Zomato,Entertainment,East,POS,0
TXN173,2023-09-02,ACC4925,debit,1938.32,Amazon,Utilities,West,POS,0
TXN174,2023-05-11,ACC2793,debit,2272.92,Zomato,Healthcare,East,Online,0
TXN175,2023-10-11,ACC2790,credit,2221.35,Walmart,Entertainment,South,Bank,0
TXN176,2023-01-31,ACC2490,debit,2661.75,Amazon,Retail,East,Online,0
TXN177,2023-01-05,ACC2307,debit,2010.4,Amazon,Travel,West,Online,0
TXN178,2023-12-21,ACC1759,credit,3162.83,Amazon,Utilities,East,Bank,0
TXN179,2022-11-16,ACC1997,debit,1788.27,Uber,Retail,South,Bank,0
TXN180,2023-12-27,ACC4552,debit,4176.14,Airbnb,Utilities,South,Bank,0
TXN181,2023-05-07,ACC2677,credit,2500.53,Walmart,Food,East,Bank,0
TXN182,2022-10-09,ACC4816,debit,1314.27,Uber,Entertainment,West,Online,0
TXN183,2023-02-17,ACC2359,debit,1143.29,Zomato,Travel,West,Online,0
TXN184,2022-09-07,ACC2794,credit,2385.98,Walmart,Travel,West,Bank,0
TXN185,2023-01-22,ACC1697,debit,1821.23,Amazon,Retail,South,Bank,0
TXN186,2023-06-20,ACC4895,credit,2571.2,Airbnb,Retail,North,Bank,0
TXN187,2023-10-12,ACC3117,debit,2378.59,Zomato,Healthcare,North,Online,0
TXN188,2023-05-24,ACC2031,debit,1941.74,Walmart,Travel,West,POS,0
TXN189,2024-01-30,ACC3556,debit,1322.57,Netflix,Healthcare,North,POS,0
TXN190,2023-01-07,ACC4500,debit,788.12,Amazon,Food,North,POS,0
TXN191,2022-09-16,ACC1362,credit,1642.79,Airbnb,Utilities,North,POS,0
TXN192,2023-03-17,ACC3320,debit,2685.12,Zomato,Utilities,South,POS,0
TXN193,2023-03-08,ACC2771,debit,2171.27,Zomato,Retail,East,Online,0
TXN194,2023-02-25,ACC1746,debit,1003.41,Walmart,Utilities,East,POS,0
TXN195,2023-01-09,ACC2458,credit,2138.54,Airbnb,Retail,South,Online,0
TXN196,2022-04-07,ACC2609,debit,2308.25,Amazon,Utilities,West,POS,0
TXN197,2022-01-04,ACC4054,debit,1292.91,Zomato,Retail,North,Online,0
TXN198,2023-04-10,ACC1669,debit,2122.98,Walmart,Utilities,East,Online,0
TXN199,2024-05-06,ACC1457,credit,2046.57,Zomato,Food,West,Online,0
TXN200,2023-04-11,ACC3449,credit,1085.62,Uber,Healthcare,West,Bank,0
TXN201,2023-11-25,ACC2426,credit,2286.23,Walmart,Retail,North,POS,0
TXN202,2022-08-15,ACC2892,debit,2448.63,Airbnb,Retail,South,Bank,0
TXN203,2022-09-24,ACC2662,debit,2866.44,Amazon,Entertainment,South,Online,0
TXN204,2023-03-04,ACC2392,credit,2843.04,Amazon,Food,East,Online,0
TXN205,2023-05-24,ACC2839,credit,897.86,Zomato,Healthcare,East,POS,0
TXN206,2023-05-26,ACC2621,debit,1249.74,Uber,Entertainment,South,POS,0
TXN207,2023-01-08,ACC1727,debit,2412.03,Uber,Retail,South,POS,0
TXN208,2022-12-13,ACC4959,credit,2411.03,Walmart,Food,South,Bank,0
TXN209,2022-08-16,ACC4462,credit,2412.04,Amazon,Healthcare,West,POS,0
TXN210,2023-12-31,ACC4427,credit,5082.19,Walmart,Food,South,Bank,0
TXN211,2023-09-13,ACC3679,credit,2456.71,Uber,Travel,East,Online,0
TXN212,2023-09-19,ACC3349,debit,2908.45,Airbnb,Entertainment,West,Online,0
TXN213,2022-10-19,ACC3671,debit,2763.2,Netflix,Food,North,Online,0
TXN214,2024-06-12,ACC2643,debit,2521.11,Uber,Food,South,Bank,0
TXN215,2023-01-01,ACC2993,debit,1747.78,Walmart,Healthcare,South,Online,0
TXN216,2024-02-16,ACC4902,credit,2607.18,Walmart,Healthcare,South,Online,0
TXN217,2024-03-29,ACC1036,credit,1381.74,Airbnb,Entertainment,West,Bank,0
TXN218,2022-12-14,ACC4891,credit,1810.55,Airbnb,Retail,West,Bank,0
TXN219,2022-06-19,ACC2220,credit,1611.71,Amazon,Entertainment,South,Online,0
TXN220,2023-06-11,ACC3569,credit,14458.5,Walmart,Healthcare,North,POS,1
TXN221,2022-07-05,ACC4781,credit,3851.73,Netflix,Travel,West,POS,0
TXN222,2022-01-27,ACC1590,debit,506.19,Zomato,Food,South,Online,0
TXN223,2022-12-13,ACC2393,debit,2549.01,Amazon,Food,South,Bank,0
TXN224,2024-03-16,ACC2310,debit,709.83,Zomato,Food,North,Bank,0
TXN225,2022-04-01,ACC1377,credit,1622.45,Walmart,Travel,North,Bank,0
TXN226,2022-11-12,ACC3763,debit,2871.16,Airbnb,Travel,North,Online,0
TXN227,2023-10-29,ACC1846,credit,2051.42,Uber,Travel,East,Online,0
TXN228,2022-08-13,ACC3691,credit,1137.8,Walmart,Utilities,South,Bank,0
TXN229,2024-06-14,ACC2241,credit,1427.76,Uber,Healthcare,West,Online,0
TXN230,2023-10-14,ACC3515,credit,2543.68,Netflix,Utilities,South,POS,0
TXN231,2023-11-01,ACC4026,credit,1415.71,Uber,Entertainment,North,Online,0
TXN232,2022-07-17,ACC4249,credit,2173.17,Netflix,Entertainment,South,POS,0
TXN233,2023-10-17,ACC1866,credit,2036.46,Uber,Travel,South,POS,0
TXN234,2024-02-02,ACC3007,credit,1478.72,Amazon,Entertainment,South,POS,0
TXN235,2022-02-25,ACC2540,credit,3715.16,Airbnb,Food,East,Bank,0
TXN236,2023-08-25,ACC3952,credit,2507.14,Uber,Travel,East,POS,0
TXN237,2023-11-11,ACC1926,credit,379.89,Amazon,Utilities,West,POS,0
TXN238,2023-06-27,ACC1584,credit,2149.16,Zomato,Travel,East,POS,0
TXN239,2023-12-01,ACC2753,debit,1470.57,Uber,Retail,South,POS,0
TXN240,2023-10-16,ACC4326,credit,2681.95,Walmart,Utilities,South,POS,0
TXN241,2023-07-07,ACC1334,credit,1365.98,Uber,Entertainment,South,Online,0
TXN242,2024-04-13,ACC2575,credit,1908.21,Walmart,Food,West,Bank,0
TXN243,2023-01-23,ACC4066,credit,2403.99,Uber,Retail,South,POS,0
TXN244,2024-06-17,ACC3640,debit,2692.6,Zomato,Entertainment,West,POS,0
TXN245,2023-09-06,ACC1195,credit,1039.76,Zomato,Retail,North,Bank,0
TXN246,2022-07-15,ACC4939,debit,1732.4,Uber,Food,North,Bank,0
TXN247,2023-11-24,ACC2462,credit,1620.04,Netflix,Healthcare,North,Bank,0
TXN248,2023-08-06,ACC2970,credit,1477.34,Airbnb,Healthcare,North,POS,0
TXN249,2022-05-13,ACC4452,credit,3412.36,Amazon,Entertainment,South,Bank,0
TXN250,2023-10-25,ACC4210,debit,2323.99,Amazon,Food,South,Online,0
TXN251,2024-01-14,ACC2438,credit,991.29,Walmart,Healthcare,East,POS,0
TXN252,2023-08-03,ACC1295,credit,2734.29,Airbnb,Travel,East,Online,0
TXN253,2023-05-10,ACC1820,credit,3697.72,Amazon,Travel,East,Online,0
TXN254,2022-07-16,ACC2365,debit,2825.97,Zomato,Retail,East,POS,0
TXN255,2022-01-21,ACC2209,debit,784.5,Uber,Entertainment,South,Bank,0
TXN256,2022-07-01,ACC4344,credit,1612.61,Netflix,Utilities,East,POS,0
TXN257,2022-03-29,ACC3656,debit,3013.53,Zomato,Travel,South,Bank,0
TXN258,2022-11-14,ACC1687,debit,1433.86,Uber,Retail,North,Bank,0
TXN259,2022-04-03,ACC2685,debit,2355.06,Airbnb,Utilities,North,POS,0
TXN260,2022-08-03,ACC4539,credit,2619.71,Walmart,Travel,West,Online,0
TXN261,2023-09-08,ACC2404,debit,1258.46,Amazon,Entertainment,North,Bank,0
TXN262,2022-10-17,ACC4350,debit,1952.38,Airbnb,Entertainment,North,Bank,0
TXN263,2023-07-11,ACC4133,credit,593.01,Zomato,Travel,West,Online,0
TXN264,2023-07-07,ACC2309,debit,1180.49,Netflix,Healthcare,South,Online,0
TXN265,2023-01-23,ACC4171,debit,1797.95,Zomato,Travel,West,Online,0
TXN266,2022-03-17,ACC2390,credit,1001.77,Airbnb,Food,North,Online,0
TXN267,2022-05-25,ACC1788,debit,3305.93,Netflix,Entertainment,South,Online,0
TXN268,2022-06-18,ACC3533,debit,855.89,Walmart,Utilities,East,Bank,0
TXN269,2023-10-20,ACC1190,debit,1647.96,Walmart,Food,East,Online,0
TXN270,2022-05-16,ACC2547,debit,2104.59,Walmart,Healthcare,East,Bank,0
TXN271,2024-01-03,ACC2528,debit,3153.02,Amazon,Healthcare,West,POS,0
TXN272,2022-02-25,ACC4812,credit,851.31,Airbnb,Retail,South,Bank,0
TXN273,2023-03-11,ACC1992,debit,2930.53,Uber,Entertainment,South,Online,0
TXN274,2023-05-26,ACC2422,debit,2008.19,Amazon,Healthcare,East,POS,0
TXN275,2023-02-18,ACC4923,debit,1214.79,Zomato,Healthcare,West,Online,0
TXN276,2023-05-30,ACC1390,credit,2369.68,Airbnb,Utilities,West,POS,0
TXN277,2023-09-13,ACC2226,credit,2159.25,Amazon,Travel,North,Bank,0
TXN278,2022-05-15,ACC4177,credit,1519.83,Airbnb,Healthcare,East,Online,0
TXN279,2023-11-08,ACC4939,credit,2055.84,Zomato,Entertainment,West,Online,0
TXN280,2024-01-25,ACC2603,debit,1691.75,Amazon,Retail,East,Bank,0
TXN281,2023-06-24,ACC2653,credit,2090.81,Airbnb,Entertainment,North,POS,0
TXN282,2023-11-22,ACC1167,debit,2529.7,Walmart,Travel,West,POS,0
TXN283,2024-06-14,ACC1193,debit,3268.81,Netflix,Travel,West,POS,0
TXN284,2024-01-17,ACC4464,credit,1009.75,Netflix,Utilities,South,Bank,0
TXN285,2024-01-07,ACC3636,debit,3706.43,Zomato,Travel,West,Online,0
TXN286,2023-06-18,ACC1730,debit,438.33,Uber,Entertainment,West,Online,0
TXN287,2022-10-01,ACC3866,credit,1878.57,Zomato,Entertainment,East,Bank,0
TXN288,2023-05-05,ACC1704,debit,2470.65,Amazon,Entertainment,North,Bank,0
TXN289,2023-12-11,ACC1363,credit,2224.79,Airbnb,Utilities,South,Bank,0
TXN290,2023-02-22,ACC4554,credit,1501.84,Amazon,Entertainment,East,Bank,0
TXN291,2022-01-22,ACC1448,debit,1833.5,Amazon,Food,North,Bank,0
TXN292,2022-01-15,ACC3734,debit,1605.6,Amazon,Food,West,POS,0
TXN293,2023-03-31,ACC1857,debit,1528.51,Uber,Retail,East,POS,0
TXN294,2024-02-25,ACC4055,credit,2679.68,Amazon,Utilities,North,Bank,0
TXN295,2023-06-16,ACC2549,debit,2285.61,Amazon,Retail,North,POS,0
TXN296,2022-12-21,ACC3000,credit,1445.67,Uber,Utilities,West,POS,0
TXN297,2022-07-20,ACC1560,credit,16318.079999999998,Airbnb,Entertainment,South,Bank,1
TXN298,2022-01-08,ACC1239,credit,2245.84,Netflix,Utilities,West,Online,0
TXN299,2022-08-04,ACC1831,credit,2650.29,Amazon,Healthcare,East,Bank,0
TXN300,2023-12-31,ACC2512,credit,2503.7,Airbnb,Utilities,North,Online,0
TXN301,2024-02-03,ACC4322,credit,1336.8,Netflix,Healthcare,East,POS,0
TXN302,2022-08-16,ACC2198,credit,1551.86,Airbnb,Food,East,Bank,0
TXN303,2022-02-10,ACC3000,debit,2597.83,Amazon,Retail,East,POS,0
TXN304,2023-09-14,ACC2547,debit,2488.3,Uber,Utilities,East,Online,0
TXN305,2023-10-04,ACC2431,debit,1983.28,Airbnb,Travel,West,Online,0
TXN306,2022-05-16,ACC4416,debit,2093.86,Zomato,Utilities,East,POS,0
TXN307,2024-02-28,ACC3266,debit,3022.13,Zomato,Travel,North,POS,0
TXN308,2022-12-21,ACC2941,credit,1526.74,Walmart,Utilities,West,Bank,0
TXN309,2022-06-02,ACC2512,debit,2437.68,Uber,Travel,North,POS,0
TXN310,2023-02-21,ACC4627,credit,1838.25,Airbnb,Entertainment,East,Bank,0
TXN311,2024-01-19,ACC3327,credit,1825.86,Amazon,Utilities,North,POS,0
TXN312,2023-05-03,ACC4648,credit,2879.02,Uber,Utilities,South,Bank,0
TXN313,2022-03-07,ACC2447,credit,2660.33,Netflix,Utilities,East,Bank,0
TXN314,2023-09-06,ACC3359,debit,2650.81,Zomato,Utilities,East,Online,0
TXN315,2023-02-08,ACC1314,debit,3044.38,Netflix,Retail,West,POS,0
TXN316,2024-03-06,ACC1489,credit,2016.8,Netflix,Travel,West,Bank,0
TXN317,2022-07-29,ACC2045,debit,2545.56,Amazon,Utilities,West,Online,0
TXN318,2023-04-07,ACC3927,debit,1751.79,Zomato,Retail,South,POS,0
TXN319,2022-05-21,ACC2975,credit,2259.33,Amazon,Travel,North,POS,0
TXN320,2022-02-16,ACC2511,credit,1895.89,Walmart,Travel,North,Bank,0
TXN321,2023-11-28,ACC2848,credit,2077.6,Uber,Healthcare,West,Bank,0
TXN322,2023-04-02,ACC2595,credit,2476.13,Walmart,Utilities,East,Bank,0
TXN323,2023-03-30,ACC4698,credit,1345.42,Uber,Travel,West,POS,0
